Price,Close,High,Low,Open,Volume,Ticker,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,MSFT,MSFT,MSFT,MSFT,MSFT,NVDA,NVDA,NVDA,NVDA,NVDA,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,TSLA,TSLA,TSLA,TSLA,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-05,,,,,,MSFT,104.71908569335938,105.36596507352381,104.27846527699195,105.23471522140066,19538300.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-06,,,,,,MSFT,104.76592254638672,105.61905340259682,104.46592198045542,104.87842544082758,17687000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-07,,,,,,MSFT,103.49095153808594,104.5784584086641,103.00345314434466,104.43783153366452,25339000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-08,,,,,,MSFT,103.60343933105469,103.79093703527211,102.00031035648524,102.33781194613975,22818400.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-11,,,,,,MSFT,105.7784423828125,105.89093814088794,104.04406363755533,104.0534335156758,26491600.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-12,,,,,,MSFT,106.51908111572266,106.86595260795471,105.60970216648184,105.76907594143059,26132700.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-13,,,,,,MSFT,107.3440933227539,107.8128448219799,106.66909001945562,106.99721463839778,35513800.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-14,,,,,,MSFT,107.4284439086914,108.00032119682909,107.18469832716758,107.38157305958859,30763400.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-15,,,,,,MSFT,108.66597747802734,109.92222807998866,107.42846663657721,108.1315938950846,54681100.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-18,,,,,,MSFT,110.22222137451172,110.25972235076316,108.79722003985614,108.90971581603061,31207600.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-19,,,,,,MSFT,110.2972183227539,111.03784647681243,109.67846297154821,110.70971473764482,37588700.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-20,,,,,,MSFT,110.17532348632812,111.32845505210769,109.41594852385047,110.0534506999362,28113300.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-21,,,,,,MSFT,112.70659637451172,113.26909666698754,109.77220780858772,109.81908581320208,29854400.0,,,,,,,,,,,,,,,,,,,,,,,,,
